en,fr,it,de,es,ko,kana
★Cnc3572,★Cnc3572,★Cnc3572,★Cnc3572,★Cnc3572,★Cnc3572,★Cnc3572
★Cnc3208,★Cnc3208,★Cnc3208,★Cnc3208,★Cnc3208,★Cnc3208,★Cnc3208
★Cnc3461,★Cnc3461,★Cnc3461,★Cnc3461,★Cnc3461,★Cnc3461,★Cnc3461
★Cnc3449,★Cnc3449,★Cnc3449,★Cnc3449,★Cnc3449,★Cnc3449,★Cnc3449
★Cnc3429,★Cnc3429,★Cnc3429,★Cnc3429,★Cnc3429,★Cnc3429,★Cnc3429
★Cnc3627,★Cnc3627,★Cnc3627,★Cnc3627,★Cnc3627,★Cnc3627,★Cnc3627
★Cnc3268,★Cnc3268,★Cnc3268,★Cnc3268,★Cnc3268,★Cnc3268,★Cnc3268
★Cnc3249,★Cnc3249,★Cnc3249,★Cnc3249,★Cnc3249,★Cnc3249,★Cnc3249
★Com4968,★Com4968,★Com4968,★Com4968,★Com4968,★Com4968,★Com4968
★Crv4757,★Crv4757,★Crv4757,★Crv4757,★Crv4757,★Crv4757,★Crv4757
★Crv4623,★Crv4623,★Crv4623,★Crv4623,★Crv4623,★Crv4623,★Crv4623
★Crv4662,★Crv4662,★Crv4662,★Crv4662,★Crv4662,★Crv4662,★Crv4662
★Crv4786,★Crv4786,★Crv4786,★Crv4786,★Crv4786,★Crv4786,★Crv4786
★Aur1708,★Aur1708,★Aur1708,★Aur1708,★Aur1708,★Aur1708,★Aur1708
★Aur2088,★Aur2088,★Aur2088,★Aur2088,★Aur2088,★Aur2088,★Aur2088
★Aur1605,★Aur1605,★Aur1605,★Aur1605,★Aur1605,★Aur1605,★Aur1605
★Aur2095,★Aur2095,★Aur2095,★Aur2095,★Aur2095,★Aur2095,★Aur2095
★Aur1577,★Aur1577,★Aur1577,★Aur1577,★Aur1577,★Aur1577,★Aur1577
★Aur1641,★Aur1641,★Aur1641,★Aur1641,★Aur1641,★Aur1641,★Aur1641
★Aur1612,★Aur1612,★Aur1612,★Aur1612,★Aur1612,★Aur1612,★Aur1612
★Pav7790,★Pav7790,★Pav7790,★Pav7790,★Pav7790,★Pav7790,★Pav7790
★Cet911,★Cet911,★Cet911,★Cet911,★Cet911,★Cet911,★Cet911
★Cet681,★Cet681,★Cet681,★Cet681,★Cet681,★Cet681,★Cet681
★Cet188,★Cet188,★Cet188,★Cet188,★Cet188,★Cet188,★Cet188
★Cet539,★Cet539,★Cet539,★Cet539,★Cet539,★Cet539,★Cet539
★Cet804,★Cet804,★Cet804,★Cet804,★Cet804,★Cet804,★Cet804
★Cep8974,★Cep8974,★Cep8974,★Cep8974,★Cep8974,★Cep8974,★Cep8974
★Cep8162,★Cep8162,★Cep8162,★Cep8162,★Cep8162,★Cep8162,★Cep8162
★Cep8238,★Cep8238,★Cep8238,★Cep8238,★Cep8238,★Cep8238,★Cep8238
★Cep8417,★Cep8417,★Cep8417,★Cep8417,★Cep8417,★Cep8417,★Cep8417
★Cen5267,★Cen5267,★Cen5267,★Cen5267,★Cen5267,★Cen5267,★Cen5267
★Cen5288,★Cen5288,★Cen5288,★Cen5288,★Cen5288,★Cen5288,★Cen5288
★Cen551,★Cen551,★Cen551,★Cen551,★Cen551,★Cen551,★Cen551
★Cen5459,★Cen5459,★Cen5459,★Cen5459,★Cen5459,★Cen5459,★Cen5459
★Cen5460,★Cen5460,★Cen5460,★Cen5460,★Cen5460,★Cen5460,★Cen5460
★CMi2943,★CMi2943,★CMi2943,★CMi2943,★CMi2943,★CMi2943,★CMi2943
★CMi2845,★CMi2845,★CMi2845,★CMi2845,★CMi2845,★CMi2845,★CMi2845
★Equ8131,★Equ8131,★Equ8131,★Equ8131,★Equ8131,★Equ8131,★Equ8131
★Vul7405,★Vul7405,★Vul7405,★Vul7405,★Vul7405,★Vul7405,★Vul7405
★UMi424,★UMi424,★UMi424,★UMi424,★UMi424,★UMi424,★UMi424
★UMi5563,★UMi5563,★UMi5563,★UMi5563,★UMi5563,★UMi5563,★UMi5563
★UMi5735,★UMi5735,★UMi5735,★UMi5735,★UMi5735,★UMi5735,★UMi5735
★UMi6789,★UMi6789,★UMi6789,★UMi6789,★UMi6789,★UMi6789,★UMi6789
★Crt4287,★Crt4287,★Crt4287,★Crt4287,★Crt4287,★Crt4287,★Crt4287
★Lyr7001,★Lyr7001,★Lyr7001,★Lyr7001,★Lyr7001,★Lyr7001,★Lyr7001
★Lyr7178,★Lyr7178,★Lyr7178,★Lyr7178,★Lyr7178,★Lyr7178,★Lyr7178
★Lyr7106,★Lyr7106,★Lyr7106,★Lyr7106,★Lyr7106,★Lyr7106,★Lyr7106
★Lyr7298,★Lyr7298,★Lyr7298,★Lyr7298,★Lyr7298,★Lyr7298,★Lyr7298
★Ara6585,★Ara6585,★Ara6585,★Ara6585,★Ara6585,★Ara6585,★Ara6585
★Sco6134,★Sco6134,★Sco6134,★Sco6134,★Sco6134,★Sco6134,★Sco6134
★Sco6527,★Sco6527,★Sco6527,★Sco6527,★Sco6527,★Sco6527,★Sco6527
★Sco6553,★Sco6553,★Sco6553,★Sco6553,★Sco6553,★Sco6553,★Sco6553
★Sco5953,★Sco5953,★Sco5953,★Sco5953,★Sco5953,★Sco5953,★Sco5953
★Sco5984,★Sco5984,★Sco5984,★Sco5984,★Sco5984,★Sco5984,★Sco5984
★Sco6508,★Sco6508,★Sco6508,★Sco6508,★Sco6508,★Sco6508,★Sco6508
★Sco6084,★Sco6084,★Sco6084,★Sco6084,★Sco6084,★Sco6084,★Sco6084
★Sco5944,★Sco5944,★Sco5944,★Sco5944,★Sco5944,★Sco5944,★Sco5944
★Sco6630,★Sco6630,★Sco6630,★Sco6630,★Sco6630,★Sco6630,★Sco6630
★Sco6027,★Sco6027,★Sco6027,★Sco6027,★Sco6027,★Sco6027,★Sco6027
★Sco6247,★Sco6247,★Sco6247,★Sco6247,★Sco6247,★Sco6247,★Sco6247
★Sco6252,★Sco6252,★Sco6252,★Sco6252,★Sco6252,★Sco6252,★Sco6252
★Sco5928,★Sco5928,★Sco5928,★Sco5928,★Sco5928,★Sco5928,★Sco5928
★Sco6241,★Sco6241,★Sco6241,★Sco6241,★Sco6241,★Sco6241,★Sco6241
★Sco6165,★Sco6165,★Sco6165,★Sco6165,★Sco6165,★Sco6165,★Sco6165
★Tri544,★Tri544,★Tri544,★Tri544,★Tri544,★Tri544,★Tri544
★Leo3982,★Leo3982,★Leo3982,★Leo3982,★Leo3982,★Leo3982,★Leo3982
★Leo4534,★Leo4534,★Leo4534,★Leo4534,★Leo4534,★Leo4534,★Leo4534
★Leo4357,★Leo4357,★Leo4357,★Leo4357,★Leo4357,★Leo4357,★Leo4357
★Leo4057,★Leo4057,★Leo4057,★Leo4057,★Leo4057,★Leo4057,★Leo4057
★Leo4359,★Leo4359,★Leo4359,★Leo4359,★Leo4359,★Leo4359,★Leo4359
★Leo4031,★Leo4031,★Leo4031,★Leo4031,★Leo4031,★Leo4031,★Leo4031
★Leo3852,★Leo3852,★Leo3852,★Leo3852,★Leo3852,★Leo3852,★Leo3852
★Leo3905,★Leo3905,★Leo3905,★Leo3905,★Leo3905,★Leo3905,★Leo3905
★Leo3773,★Leo3773,★Leo3773,★Leo3773,★Leo3773,★Leo3773,★Leo3773
★Gru8425,★Gru8425,★Gru8425,★Gru8425,★Gru8425,★Gru8425,★Gru8425
★Gru8636,★Gru8636,★Gru8636,★Gru8636,★Gru8636,★Gru8636,★Gru8636
★Gru8353,★Gru8353,★Gru8353,★Gru8353,★Gru8353,★Gru8353,★Gru8353
★Lib5685,★Lib5685,★Lib5685,★Lib5685,★Lib5685,★Lib5685,★Lib5685
★Lib5531,★Lib5531,★Lib5531,★Lib5531,★Lib5531,★Lib5531,★Lib5531
★Lib5787,★Lib5787,★Lib5787,★Lib5787,★Lib5787,★Lib5787,★Lib5787
★Lib5603,★Lib5603,★Lib5603,★Lib5603,★Lib5603,★Lib5603,★Lib5603
★Pup3165,★Pup3165,★Pup3165,★Pup3165,★Pup3165,★Pup3165,★Pup3165
★Pup3185,★Pup3185,★Pup3185,★Pup3185,★Pup3185,★Pup3185,★Pup3185
★Pup3045,★Pup3045,★Pup3045,★Pup3045,★Pup3045,★Pup3045,★Pup3045
★Cyg7924,★Cyg7924,★Cyg7924,★Cyg7924,★Cyg7924,★Cyg7924,★Cyg7924
★Cyg7417,★Cyg7417,★Cyg7417,★Cyg7417,★Cyg7417,★Cyg7417,★Cyg7417
★Cyg7796,★Cyg7796,★Cyg7796,★Cyg7796,★Cyg7796,★Cyg7796,★Cyg7796
★Cyg8301,★Cyg8301,★Cyg8301,★Cyg8301,★Cyg8301,★Cyg8301,★Cyg8301
★Cyg7949,★Cyg7949,★Cyg7949,★Cyg7949,★Cyg7949,★Cyg7949,★Cyg7949
★Cyg7528,★Cyg7528,★Cyg7528,★Cyg7528,★Cyg7528,★Cyg7528,★Cyg7528
★Oct7228,★Oct7228,★Oct7228,★Oct7228,★Oct7228,★Oct7228,★Oct7228
★Col1956,★Col1956,★Col1956,★Col1956,★Col1956,★Col1956,★Col1956
★Col2040,★Col2040,★Col2040,★Col2040,★Col2040,★Col2040,★Col2040
★Col2177,★Col2177,★Col2177,★Col2177,★Col2177,★Col2177,★Col2177
★Gem2990,★Gem2990,★Gem2990,★Gem2990,★Gem2990,★Gem2990,★Gem2990
★Gem2891,★Gem2891,★Gem2891,★Gem2891,★Gem2891,★Gem2891,★Gem2891
★Gem2421,★Gem2421,★Gem2421,★Gem2421,★Gem2421,★Gem2421,★Gem2421
★Gem2473,★Gem2473,★Gem2473,★Gem2473,★Gem2473,★Gem2473,★Gem2473
★Gem2216,★Gem2216,★Gem2216,★Gem2216,★Gem2216,★Gem2216,★Gem2216
★Gem2777,★Gem2777,★Gem2777,★Gem2777,★Gem2777,★Gem2777,★Gem2777
★Gem2650,★Gem2650,★Gem2650,★Gem2650,★Gem2650,★Gem2650,★Gem2650
★Gem2286,★Gem2286,★Gem2286,★Gem2286,★Gem2286,★Gem2286,★Gem2286
★Gem2484,★Gem2484,★Gem2484,★Gem2484,★Gem2484,★Gem2484,★Gem2484
★Gem2930,★Gem2930,★Gem2930,★Gem2930,★Gem2930,★Gem2930,★Gem2930
★Peg8775,★Peg8775,★Peg8775,★Peg8775,★Peg8775,★Peg8775,★Peg8775
★Peg8781,★Peg8781,★Peg8781,★Peg8781,★Peg8781,★Peg8781,★Peg8781
★Peg39,★Peg39,★Peg39,★Peg39,★Peg39,★Peg39,★Peg39
★Peg8308,★Peg8308,★Peg8308,★Peg8308,★Peg8308,★Peg8308,★Peg8308
★Peg8650,★Peg8650,★Peg8650,★Peg8650,★Peg8650,★Peg8650,★Peg8650
★Peg8634,★Peg8634,★Peg8634,★Peg8634,★Peg8634,★Peg8634,★Peg8634
★Peg8684,★Peg8684,★Peg8684,★Peg8684,★Peg8684,★Peg8684,★Peg8684
★Peg8450,★Peg8450,★Peg8450,★Peg8450,★Peg8450,★Peg8450,★Peg8450
★Peg8880,★Peg8880,★Peg8880,★Peg8880,★Peg8880,★Peg8880,★Peg8880
★Peg8905,★Peg8905,★Peg8905,★Peg8905,★Peg8905,★Peg8905,★Peg8905
★Oph6556,★Oph6556,★Oph6556,★Oph6556,★Oph6556,★Oph6556,★Oph6556
★Oph6378,★Oph6378,★Oph6378,★Oph6378,★Oph6378,★Oph6378,★Oph6378
★Oph6603,★Oph6603,★Oph6603,★Oph6603,★Oph6603,★Oph6603,★Oph6603
★Oph6149,★Oph6149,★Oph6149,★Oph6149,★Oph6149,★Oph6149,★Oph6149
★Oph6056,★Oph6056,★Oph6056,★Oph6056,★Oph6056,★Oph6056,★Oph6056
★Oph6075,★Oph6075,★Oph6075,★Oph6075,★Oph6075,★Oph6075,★Oph6075
★Ser5854,★Ser5854,★Ser5854,★Ser5854,★Ser5854,★Ser5854,★Ser5854
★Ser7141,★Ser7141,★Ser7141,★Ser7141,★Ser7141,★Ser7141,★Ser7141
★Ser5879,★Ser5879,★Ser5879,★Ser5879,★Ser5879,★Ser5879,★Ser5879
★Her6406,★Her6406,★Her6406,★Her6406,★Her6406,★Her6406,★Her6406
★Her6148,★Her6148,★Her6148,★Her6148,★Her6148,★Her6148,★Her6148
★Her6410,★Her6410,★Her6410,★Her6410,★Her6410,★Her6410,★Her6410
★Her6526,★Her6526,★Her6526,★Her6526,★Her6526,★Her6526,★Her6526
★Her6117,★Her6117,★Her6117,★Her6117,★Her6117,★Her6117,★Her6117
★Her6008,★Her6008,★Her6008,★Her6008,★Her6008,★Her6008,★Her6008
★Per936,★Per936,★Per936,★Per936,★Per936,★Per936,★Per936
★Per1017,★Per1017,★Per1017,★Per1017,★Per1017,★Per1017,★Per1017
★Per1131,★Per1131,★Per1131,★Per1131,★Per1131,★Per1131,★Per1131
★Per1228,★Per1228,★Per1228,★Per1228,★Per1228,★Per1228,★Per1228
★Per834,★Per834,★Per834,★Per834,★Per834,★Per834,★Per834
★Per941,★Per941,★Per941,★Per941,★Per941,★Per941,★Per941
★Phe99,★Phe99,★Phe99,★Phe99,★Phe99,★Phe99,★Phe99
★Phe338,★Phe338,★Phe338,★Phe338,★Phe338,★Phe338,★Phe338
★Vel3634,★Vel3634,★Vel3634,★Vel3634,★Vel3634,★Vel3634,★Vel3634
★Vel3485,★Vel3485,★Vel3485,★Vel3485,★Vel3485,★Vel3485,★Vel3485
★Vel3734,★Vel3734,★Vel3734,★Vel3734,★Vel3734,★Vel3734,★Vel3734
★Aqr8232,★Aqr8232,★Aqr8232,★Aqr8232,★Aqr8232,★Aqr8232,★Aqr8232
★Aqr8414,★Aqr8414,★Aqr8414,★Aqr8414,★Aqr8414,★Aqr8414,★Aqr8414
★Aqr8709,★Aqr8709,★Aqr8709,★Aqr8709,★Aqr8709,★Aqr8709,★Aqr8709
★Aqr8518,★Aqr8518,★Aqr8518,★Aqr8518,★Aqr8518,★Aqr8518,★Aqr8518
★Aqr7950,★Aqr7950,★Aqr7950,★Aqr7950,★Aqr7950,★Aqr7950,★Aqr7950
★Aqr8499,★Aqr8499,★Aqr8499,★Aqr8499,★Aqr8499,★Aqr8499,★Aqr8499
★Aqr8610,★Aqr8610,★Aqr8610,★Aqr8610,★Aqr8610,★Aqr8610,★Aqr8610
★Aqr8264,★Aqr8264,★Aqr8264,★Aqr8264,★Aqr8264,★Aqr8264,★Aqr8264
★Cru4853,★Cru4853,★Cru4853,★Cru4853,★Cru4853,★Cru4853,★Cru4853
★Cru4730,★Cru4730,★Cru4730,★Cru4730,★Cru4730,★Cru4730,★Cru4730
★Cru4763,★Cru4763,★Cru4763,★Cru4763,★Cru4763,★Cru4763,★Cru4763
★Cru4700,★Cru4700,★Cru4700,★Cru4700,★Cru4700,★Cru4700,★Cru4700
★Cru4656,★Cru4656,★Cru4656,★Cru4656,★Cru4656,★Cru4656,★Cru4656
★PsA8728,★PsA8728,★PsA8728,★PsA8728,★PsA8728,★PsA8728,★PsA8728
★TrA6217,★TrA6217,★TrA6217,★TrA6217,★TrA6217,★TrA6217,★TrA6217
★Cap7776,★Cap7776,★Cap7776,★Cap7776,★Cap7776,★Cap7776,★Cap7776
★Cap7754,★Cap7754,★Cap7754,★Cap7754,★Cap7754,★Cap7754,★Cap7754
★Cap8278,★Cap8278,★Cap8278,★Cap8278,★Cap8278,★Cap8278,★Cap8278
★Cap8322,★Cap8322,★Cap8322,★Cap8322,★Cap8322,★Cap8322,★Cap8322
★Cap7773,★Cap7773,★Cap7773,★Cap7773,★Cap7773,★Cap7773,★Cap7773
★Sge7479,★Sge7479,★Sge7479,★Sge7479,★Sge7479,★Sge7479,★Sge7479
★Car2326,★Car2326,★Car2326,★Car2326,★Car2326,★Car2326,★Car2326
★Car3685,★Car3685,★Car3685,★Car3685,★Car3685,★Car3685,★Car3685
★Car3307,★Car3307,★Car3307,★Car3307,★Car3307,★Car3307,★Car3307
★Car3699,★Car3699,★Car3699,★Car3699,★Car3699,★Car3699,★Car3699
★Dra5744,★Dra5744,★Dra5744,★Dra5744,★Dra5744,★Dra5744,★Dra5744
★Dra5291,★Dra5291,★Dra5291,★Dra5291,★Dra5291,★Dra5291,★Dra5291
★Dra6705,★Dra6705,★Dra6705,★Dra6705,★Dra6705,★Dra6705,★Dra6705
★Dra6536,★Dra6536,★Dra6536,★Dra6536,★Dra6536,★Dra6536,★Dra6536
★Dra7310,★Dra7310,★Dra7310,★Dra7310,★Dra7310,★Dra7310,★Dra7310
★Dra6688,★Dra6688,★Dra6688,★Dra6688,★Dra6688,★Dra6688,★Dra6688
★Dra4434,★Dra4434,★Dra4434,★Dra4434,★Dra4434,★Dra4434,★Dra4434
★Dra6370,★Dra6370,★Dra6370,★Dra6370,★Dra6370,★Dra6370,★Dra6370
★Dra7462,★Dra7462,★Dra7462,★Dra7462,★Dra7462,★Dra7462,★Dra7462
★Dra6396,★Dra6396,★Dra6396,★Dra6396,★Dra6396,★Dra6396,★Dra6396
★Dra6132,★Dra6132,★Dra6132,★Dra6132,★Dra6132,★Dra6132,★Dra6132
★Dra6636,★Dra6636,★Dra6636,★Dra6636,★Dra6636,★Dra6636,★Dra6636
★CVn4915,★CVn4915,★CVn4915,★CVn4915,★CVn4915,★CVn4915,★CVn4915
★CVn4785,★CVn4785,★CVn4785,★CVn4785,★CVn4785,★CVn4785,★CVn4785
★CVn4846,★CVn4846,★CVn4846,★CVn4846,★CVn4846,★CVn4846,★CVn4846
★Aql7595,★Aql7595,★Aql7595,★Aql7595,★Aql7595,★Aql7595,★Aql7595
★Aql7557,★Aql7557,★Aql7557,★Aql7557,★Aql7557,★Aql7557,★Aql7557
★Aql7525,★Aql7525,★Aql7525,★Aql7525,★Aql7525,★Aql7525,★Aql7525
★Aql7602,★Aql7602,★Aql7602,★Aql7602,★Aql7602,★Aql7602,★Aql7602
★Aql7235,★Aql7235,★Aql7235,★Aql7235,★Aql7235,★Aql7235,★Aql7235
Max Honey,Maxi Miel,Mielemax,Dyna-Honig,Maxipanal,다이꿀,ダイミツ
Max Mushrooms,Maxi Champi,Fungomax,Dyna-Pilz,Maxiseta,다이버섯,ダイキノコ
Galarica Twig,Branche Galanoa,Ramo Galarnoce,Galarnuss-Zweig,Rama de Galanuez,가라두구가지,ガラナツのえだ
Galarica Cuff,Bracelet Galanoa,Fascia Galarnoce,Galarnuss-Reif,Brazal Galanuez,가라두구팔찌,ガラナツブレス
Style Card,Carte Élégance,Tessera chic,Style-Karte,Tarjeta Chic,멋쟁이카드,おしゃれカード
Armor Pass,Pass Isolarmure,Pass Armatura,Rüstungspass,Pase Armadura,갑옷패스,ヨロイパス
Rotom Bike,Moticyclette,Bici Rotom,Rotom-Rad,Bici Rotom,로토무자전거,ロトムじてんしゃ
Rotom Bike,Moticyclette,Bici Rotom,Rotom-Rad,Bici Rotom,로토무자전거,ロトムじてんしゃ
Exp. Charm,Charme Exp,Esperienzamuleto,EP-Pin,Amuleto Exp,경험부적,けいけんおまもり
Armorite Ore,Armurium,Rocciarmatura,Rüstungserz,Duralium,갑옷광석,ヨロイこうせき
Mark Charm,Charme Insigne,Emblemamuleto,Zeichenpin,Amuleto Emblema,증표의부적,あかしのおまもり
Reins of Unity,Rênes de l’Unité,Briglie legame,Zügel des Bundes,Riendas Unión,유대의고삐,キズナのタヅナ
Reins of Unity,Rênes de l’Unité,Briglie legame,Zügel des Bundes,Riendas Unión,유대의고삐,キズナのタヅナ
Galarica Wreath,Couronne Galanoa,Corona Galarnoce,Galarnuss-Kranz,Corona Galanuez,가라두구머리장식,ガラナツリース
Legendary Clue 1,Note Légende 1,Leggenda 1,Legenden-Notiz 1,Leyenda 1,전설의메모1,でんせつのメモ１
Legendary Clue 2,Note Légende 2,Leggenda 2,Legenden-Notiz 2,Leyenda 2,전설의메모2,でんせつのメモ２
Legendary Clue 3,Note Légende 3,Leggenda 3,Legenden-Notiz 3,Leyenda 3,전설의메모3,でんせつのメモ３
Legendary Clue?,Note Légende (?),Leggenda ?,Legenden-Notiz X,Leyenda (?),전설의메모?,でんせつのメモ？
Crown Pass,Pass Couronneige,Pass Corona,Kronenpass,Pase Corona,왕관패스,カンムリパス
Wooden Crown,Couronne en Bois,Corona di legno,Holzkrone,Corona Tallada,목각왕관,きぼりのかんむり
Radiant Petal,Pétale Brillant,Petalo lucente,Kronblatt,Pétalo Fulgor,빛나는꽃잎,かがやくはなびら
White Mane Hair,Crins Blancs,Crini bianchi,Helles Rosshaar,Crin Blanca,하얀갈기,しろいたてがみ
Black Mane Hair,Crins Sombres,Crini neri,Dunkles Rosshaar,Crin Negra,검은갈기,くろいたてがみ
Iceroot Carrot,Carotte Gelée,Carota algida,Polarkarotte,Zanahoria Nívea,차가운당근,つめたいにんじん
Shaderoot Carrot,Carotte Sombre,Carota oscura,Phantomkarotte,Zanahoria Oscura,검은당근,くろいにんじん
Dynite Ore,Dynamaxium,Rocciamax,Dyna-Erz,Maxinium,맥스광석,マックスこうせき
Carrot Seeds,Graines Carotte,Semi di carota,Karottensamen,Sem. Zanahoria,당근씨,にんじんのタネ
Ability Patch,Patch Talent,Cerotto abilità,Fähigk.-Pflaster,Parche Habilidad,특성패치,とくせいパッチ
Reins of Unity,Rênes de l’Unité,Briglie legame,Zügel des Bundes,Riendas Unión,유대의고삐,キズナのタヅナ
